tweet,business,entertainment,health,politics
Sounds Natural -- a behind-the-scenes look at sound design in nature documentaries,0,1,0,0
Stagecoach festival proves it rides in the shadow of Coachella no more,0,1,0,0
WTF just happened on 'American Gods'?,0,1,0,0
Sleight' Director JD Dillard On How He Went From Bad Robot Receptionist To Sundance Sensation – /Film,0,1,0,0
"Samantha Bee's 'Not the WHCD': All the highlights, from Will Ferrell to Allison Janney",0,1,0,0
"Fyre Festival appeared to be a total sh*t show, Blink-182 cancel headlining set - News - Alternative Press",0,1,0,0
Gorillaz to perform on 'The Graham Norton Show' next week,0,1,0,0
"Ridley Scott thinks aliens are real, would totally wipe us out",0,1,0,0
Stephen King's 'Firestarter' is Next in Line for a Remake,0,1,0,0
Scarlett Johansson Invites Her Grandma Lookalike For A Drink. She Accepts,0,1,0,0
Shannen Doherty Announces She's in Remission Following Breast Cancer Diagnosis,0,1,0,0
"Swayze's Dirty Dancing jacket sells for £48,000 despite niece's call to stop auction",0,1,0,0
Prince Jackson explains his personal connection to foster youths,0,1,0,0
Laura Dern in the Mix for Film Academy President,0,1,0,0
"Gwen Stefani Ruptures Eardrum, Forced to Cancel Las Vegas Show",0,1,0,0
Hacker Threatens to Release New Season of ‘Orange Is the New Black’,0,1,0,0
Val Kilmer is the Best Part of The Island of Doctor Moreau,0,1,0,0
Ja Rule insists disastrous Fyre Festival was “NOT A SCAM”,0,1,0,0
"‘Roseanne’ Getting Revival With Roseanne Barr, John Goodman, Sara Gilbert",0,1,0,0
Sony Annual Profits Halved as Pictures Division Loses $719 Million,0,1,0,0
"’13 Reasons Why’: Canadian Schools Ban All Talk, Issue Warnings About Netflix Series",0,1,0,0
Paradise Lost: Luxury Music Festival Turns Out To Be Half-Built Scene Of Chaos,0,1,0,0
Rebel Wilson sues Australian tabloid publisher Bauer for defamation,0,1,0,0
Netflix’s ‘Dear White People’ is even better than the movie,0,1,0,0
Ja Rule's luxurious Bahamas Fyre Festival canceled,0,1,0,0
Chaos at Ja Rule's Luxury Fyre Festival,0,1,0,0
Federal Probe Into Fox News Channel May Be Widening,0,1,0,0
Emma Watson's New Movie Made Her Privacy Paranoid,0,1,0,0
"Vinod Khanna dead, he was 70",0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
Tubelight Trailer l Salman Khan l Kabir Khan l,0,1,0,0
Regarding Item Songs,0,1,0,0
Looking for a particular music videoclip,0,1,0,0
[Official] Baahubali: The Conclusion Discussion Thread,0,1,0,0
‘Bahubali 2: The Conclusion’ Premiere Show Cancelled Over Vinod Khanna’s Demise,0,1,0,0
"[Discussion] What's the next ""big"" movie you're really excited for?",0,1,0,0
Manoj Tiwari plays himself in Farhan Akhtar’s Lucknow Central,0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
[Official] Maatr Discussion Thread,0,1,0,0
[Official] Noor Discussion Thread,0,1,0,0
"[Discussion] Are there other indian films that are not part of bollywood (no song dance number,no mixed genre etc) example-The apu trilogy,Badshahi Angti,Mirch Masala etc",0,1,0,0
"In movies like Devdas and BajiraoMastani, are those grand buildings and roads/streets/alleys...real?",0,1,0,0
A movie I watched on Sahara One when I was a kid.,0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
To mods and everyone: Can we please have 'classicfilmfan9' banned here?,0,1,0,0
Looking for some mystery/thriller/detectives movies ?,0,1,0,0
Movies like FUKREY?,0,1,0,0
Ranbir Kapoor Is Looking Exactly Like Sanjay Dutt In These Pictures From Sanjay Dutt's Biopic,0,1,0,0
Trying to find a bollywood movie where a guy lives on a woman's lawn and refuses to leave,0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
Watching Like Stars On Earth in English?,0,1,0,0
"Loved Masaan, any other movies like it?",0,1,0,0
Movie titles,0,1,0,0
Rant over Akshay Kumar winning a prestigious award,0,1,0,0
[Official] Anaarkali Of Aaraah Discussion Thread,0,1,0,0
[Official] Poorna Discussion Thread,0,1,0,0
Can someone help me find a specific video?,0,1,0,0
Suggest classic films,0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
Naam Shabana,0,1,0,0
I made a small blog with bollywood dance numbers I like,0,1,0,0
Giving Bollywood credit where it is due,0,1,0,0
Suggestions for songs like Ik Tara (wake up Sid)?,0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
Venkaiah Naidu to revamp censor board based on Shyam Benegal committee recommendations,0,1,0,0
Industry yellow pages?,0,1,0,0
Not sure if this is the right place to ask this.,0,1,0,0
Any subscription-based streaming sites or apps that offer most recent Hindi movies? Not geo-restricted,0,1,0,0
[Official] Phillauri Discussion Thread,0,1,0,0
looking for a film,0,1,0,0
Female Bollywood cop movies?,0,1,0,0
Candid photographs of Indian filmstars,0,1,0,0
Commando2,0,1,0,0
Can someone PLEASE help me try to figure out what song/movie this is,0,1,0,0
"What are some good, recent coming of age movies in Bollywood?",0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
[tip of my tongue request] Help me identify a bollywood movie?,0,1,0,0
Bollywood Movies like Girlfriend and phase tune kya kiya?,0,1,0,0
Bollywood Movie actresses that play protagonists in films?,0,1,0,0
"Kareena Kapoor Delivers a Baby, This Time Without Aamir Khan",0,1,0,0
Name of Bollywood song stuck in my head?,0,1,0,0
Me and Aamir haven't talked about work for years: Shah Rukh Khan,0,1,0,0
Looking for a movie,0,1,0,0
[Official] Trapped Discussion Thread,0,1,0,0
"MIRZYA, watch it for cinematography (its on Netflix)",0,1,0,0
Bollywood female Oriented films?,0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
I would like movie recommendations I am wanting to watch Bollywood Movies about women becoming jealous or obsessed?,0,1,0,0
Kuchh Dil Ne Kaha - Dharmendra - Sharmila Tagore - Anupama - Lata - A gem of a song I found recently,0,1,0,0
List of the most talented and beautiful Indian Actresses?,0,1,0,0
[Official] Badrinath Ki Dulhania Discussion Thread,0,1,0,0
What is the song that is sampled at 1:15 here? I feel like it is from a bollywood song,0,1,0,0
Saira Banu in Padosan (my first gif),0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
Amir khan: Thugs of hindostan teaser,0,1,0,0
My Bollywood Dance Troupe Just Finished our First Ever Showreel [3:24],0,1,0,0
"Watching Dear Zindagi, some thoughts and questions",0,1,0,0
Need help finding movie/song,0,1,0,0
"Best Mimicry Ever Part 1 | Shahrukh Khan, Kajol, Aamir Khan, Amrish Puri, Salman Khan &amp;amp; More",0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
Song suggestions,0,1,0,0
Help me find this song please!,0,1,0,0
Who is the worst human being in bollywood?,0,1,0,0
What are the best mysteries/rumors of bollywood?,0,1,0,0
Where can I watch these two Bollywood movies online for free?,0,1,0,0
[DISCUSSION] Favorite 'Vishal Bhardwaj' Film?,0,1,0,0
Bollywood movie recommendations women getting revenge ?,0,1,0,0
Lots of Bollywood movies got added to Netflix today!,0,1,0,0
Bombay Talkies' sequel in the works,0,1,0,0
[Official] Rangoon Discussion Thread,0,1,0,0
Kalki Koechlin opens up on her new film 'Mantra' - The Express Tribune,0,1,0,0
Nawazuddin Siddiqui's Prep For 'Manto' Actually Reveals The Gruelling Process Of A Great Artist,0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
I got sad and depressed watching the famous shahrukh Khan tearjerkers recently.,0,1,0,0
[Official] The Ghazi Attack Discussion Thread,0,1,0,0
[Official] Running Shaadi Discussion Thread,0,1,0,0
What movie is this clip from? 10/10 eyeroll,0,1,0,0
[Satire] Family Fast Forwards Through Bollywood Love Scene; Not Raunchy Item Girl Song,0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
was Rakhta Charitra ever English dubbed?,0,1,0,0
[DISCUSSION] What's your favorite Housefull film and why?,0,1,0,0
"Bollywood fans, what's your opinion of Pallavi Sharda?",0,1,0,0
Does anyone know the name of this bollywood thriller,0,1,0,0
[Official] Jolly LLB 2 Discussion Thread,0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
What happened in the last few years that now srk is so far behind the other 2 khans?,0,1,0,0
Need recommendations for dad,0,1,0,0
"Official Trailer for Badrinath Ki Dulhania, starring Varun Dhawan and Alia Bhatt",0,1,0,0
Official Bollywood Weekly Discussion Thread,0,1,0,0
Is bollywood dying or coming to a new age,0,1,0,0
Sony makes Idris Elba and Matthew McConaughey fight just to release the Dark Tower trailer,0,1,0,0
Kesha dresses down in a distressed T-shirt for workout,0,1,0,0
Game of Thrones Season 7: Official Teaser #2: Sigils,0,1,0,0
Last Man on Earth' Imagines a Future Without Trump,0,1,0,0
Logan Official Trailer 1 (2017) - Hugh Jackman Movie,0,1,0,0
Keira Knightly One of the Richest Hollywood Actresses,0,1,0,0
"Alec Baldwin gets only paid $1,400, so little for his amazing Trump impression",0,1,0,0
Amy Schumer shares Instagram video dancing in her underwear,0,1,0,0
Brad Pitt is still Britney Spears' celebrity crush,0,1,0,0
Famous Hollywood heroes - then n now,0,1,0,0
Angelina Jolie has blocked Brad Pitt's number,0,1,0,0
4 Expensive Things To Expect From The Brangelina Divorce,0,1,0,0
Jason Bourne watch online movie,0,1,0,0
HAPPY BIRTHDAY ARNOLD,0,1,0,0
You won't believe how fat these 10 celebrities got!,0,1,0,0
The Perfect Match Watch online free,0,1,0,0
Watch online free The Angry Birds Movie,0,1,0,0
Watch online Hollywood film Warcraft 2016,0,1,0,0
Marauders 2016 Online Free Full Movie,0,1,0,0
Independence Day Resurgence 2016 Watch Online Free,0,1,0,0
The Shallows 2016 Watch online free,0,1,0,0
Watch Online Free The Legend of Tarzan (2016),0,1,0,0
BANE Dark Knight Rises Leather Coat now available in our online store Eagleoutfits,0,1,0,0
Element 2016 Film Online Free,0,1,0,0
A Bigger Splash Online Free Full Movie,0,1,0,0
Terrordactyl 2016 Online Free Full Movie,0,1,0,0
Demolition Watch online free full movie,0,1,0,0
Everybody Wants Some Watch Online Free,0,1,0,0
Sumner Redstone Visits Paramount Lot Amid Viacom Legal Battle,0,1,0,0
Watch online bollywood film Tamasha | HD Watch Free,0,1,0,0
"Met Gala: Beyoncé, Rihanna, &amp; More — The Sexiest &amp; Barest Looks Of All Time",0,1,0,0
No Bad Blood Despite Comparison; Bradley Cooper Commends Jennifer Lawrence Gender Wage Gap Essay,0,1,0,0
Victorias Secret Fashion Demonstrate 2014Bollywood,0,1,0,0
Goldie Hawn and Kurt Russell get their Hollywood stars together,0,1,0,0
Evolving' Miley Cyrus has quit weed and nipple pasties: 'I want to be super clear and sharp',0,1,0,0
"JK Rowling is driven by ego like Kim Kardashian, says Joanna Trollope",0,1,0,0
Stephen Colbert Hits Best Ratings Since 2015 Premiere,0,1,0,0
The FCC Is Investigating Stephen Colbert’s Controversial Trump Joke,0,1,0,0
Chris Brown served with restraining order at his birthday party,0,1,0,0
BLADE RUNNER 2049 - Trailer Tease,0,1,0,0
Ukraine bans Steven Seagal as threat to national security,0,1,0,0
American Idol': Deal in Place at ABC to Revive Competition Series,0,1,0,0
Why Ellen DeGeneres Won’t Invite Trump on Her Show,0,1,0,0
Country music icon Loretta Lynn hospitalized after stroke,0,1,0,0
Country Legend Loretta Lynn Suffers Stroke,0,1,0,0
Marvel's 'Inhumans' teaser trailer is definitely channeling 'Game of Thrones',0,1,0,0
Ellen DeGeneres says she would never have Trump on her show,0,1,0,0
Blade Runner 2049: Can the replicant beat the original?,0,1,0,0
"Robert Wilson, father of Owen and Luke Wilson, has died",0,1,0,0
NO POLITICS ALLOWED NOW IN /R/HEALTH,0,0,1,0
"Dr. Julius Youngner, Polio Vaccine Pioneer, Dies at 96",0,0,1,0
"Johnson &amp; Johnson to pay US woman US$110m in suit linking its baby powder, shower talc to cancer",0,0,1,0
Psychotic manifestations in brain tumour patients: 2 case reports from South Africa,0,0,1,0
"Deadly infection spread by contaminated heart surgery machines - ""People undergoing heart surgery may be getting infected with a deadly strain of bacteria, spread by machines used to cool blood.""",0,0,1,0
Unfounded Autism Fears Are Fueling Minnesota's Measles Outbreak,0,0,1,0
Here Is What's In The House-Approved Health Care Bill,0,0,1,0
Bone Marrow Donors: Heroes who give &amp; heroes who fight the scary myths,0,0,1,0
"Letting a baby play on an iPad might lead to speech delays, study says - released Thursday and being presented at the 2017 Pediatric Academic Societies Meeting",0,0,1,0
"Immune war with donor cells after transplant may wipe out HIV - ""Six more people with HIV and cancer who have been treated in the same way as Brown now seem to have no trace of the virus in their system... all six developed graft-versus-host disease.""",0,0,1,0
"Dr. Rhonda Patrick explores fasting, nootropics, microbiome, sauna, cold exposure, aging &amp; more on Tim Ferriss' latest podcast.",0,0,1,0
"In Minnesota's worst measles outbreak, a battle of beliefs over vaccines",0,0,1,0
"Doxycycline, an old and safe antibiotic, could be repurposed to prevent neurodegeneration in Parkinson models and be effective as a neuroprotector at low doses, through a novel target.",0,0,1,0
Research shows illegal levels of arsenic found in baby foods,0,0,1,0
"Top promoted drugs were less likely than top selling and top prescribed drugs to be effective, safe, affordable, novel, and represent genuine advance in treating a disease. Clinicians should question value of drugs most heavily promoted by pharmaceutical manufacturers before prescribing them.",0,0,1,0
2013 Will See the End of NHS Homeopathy Hospitals in England.,0,0,1,0
Counting calories-out may be less reliable than you think,0,0,1,0
The Majority of Bottled Waters are Acidic-Effects on our Digestive System?,0,0,1,0
"Gluten-free diets shouldn't be promoted to prevent heart disease among people without celiac disease, gastroenterologists say after a large U.S. study",0,0,1,0
"A study by one of the nation’s largest insurers has found that its affiliates are spending 73 percent more on prescription drugs than in 2010, and the majority of those expenses are on brand drugs, despite a growing acceptance of generic drugs across the country.",0,0,1,0
Five Scientific Facts: Links between Autism and Vaccines?,0,0,1,0
"Gaining Weight In Middle Age? It's This Molecule's Fault, Scientists Say",0,0,1,0
NIH Study Takes the Deepest Dive Yet Into Baffling Condition,0,0,1,0
"Healthy Eating Linked to Lower Likelihood of Depression - U.S. adults who report eating healthy all day ""yesterday"" are 34.1% less likely to currently have depression than those who say they did not eat healthy.",0,0,1,0
Scientists have eliminated HIV in mice using CRISPR,0,0,1,0
I tried bone broth for a week: Here's what happened,0,0,1,0
"Today, even US water is overly medicated—these scientists want to change that",0,0,1,0
Experts warn of increases in tick-borne Powassan virus,0,0,1,0
"A Year After Approval, Gene-Therapy Cure Gets Its First Customer - GlaxoSmithKline says it has treated a child with Strimvelis, its gene therapy for immune deficiency.",0,0,1,0
"Doctors have finally found a more accurate way than BMI to determine whether your weight is healthy - ""On Monday, a team of Mayo Clinic researchers released the Body Volume Indicator, or BVI""",0,0,1,0
"Antibiotic resistance has a language problem: A failure to use words clearly undermines the global response to antimicrobials' waning usefulness. Standardize terminology, urge Marc Mendelson and colleagues.",0,0,1,0
"Population scale data revealed that patients who received ketamine had significantly lower frequency of reports of depression than patients who took any other combination of drugs for pain, and had significantly lower frequency of reports of pain and opioid induced side effects.",0,0,1,0
"Is it really possible to live until you're 146? The science of ageing - Scientists doubt that extreme natural longevity is feasible. But if lifespan is ruled by a genetic ‘clock’, that view could change",0,0,1,0
Is The GOP Health Bill Morphing Into Yet Another Big Federal Program?,0,0,1,0
Simply put: Vaccination saves lives,0,0,1,0
Why You Should Probably Reconsider Your Gluten-Free Diet Unless You Really Need It,0,0,1,0
"In some states, 80 percent of kids with lead poisoning don’t get tested: Under-testing and underreporting of childhood blood lead levels is “endemic” in many states, according to a study",0,0,1,0
"Breakthroughs against Cancer, Sickle-Cell Anemia and Rotavirus Disease",0,0,1,0
Ground-breaking stem cell treatment for multiple sclerosis has man running again,0,0,1,0
Restricting Pharmaceutical Reps’ Marketing Tactics Changes Physician Prescribing Behavior,0,0,1,0
Crave Sugar? Maybe It's in Your Genes,0,0,1,0
“Exercise-in-a-pill” boosts athletic endurance by 70 percent,0,0,1,0
Are you a teen/young adult ages 16-21 with a pediatric rheumatic disease or a parent of a teen/young adult ages 16-21 with a pediatric rheumatic disease?,0,0,1,0
"1 in 5 Women With UTIs Are Still Being Told There's Nothing Wrong With Them - New study shows the current standard test for urinary tract infections is failing to detect the culprit bacteria in at least 1/5 of cases, leaving many patients without necessary treatment.",0,0,1,0
"Two Fungal Species Cooperate to Synthesize an Antibiotic - ""block the growth of several Gram-positive bacteria, like MRSA (methicillin-resistant Staphylococcus aureus) as well as the bacteria that cause strep throat (Streptococcus pyogenes) and anthrax (Bacillus anthracis).""",0,0,1,0
Anyone here tried these 5 heart disease tests?,0,0,1,0
The first ‘artificial pancreas’ systems are coming to market,0,0,1,0
May is the month to spread awareness for Guillain Barre Syndrome.,0,0,1,0
Types And Distribution of Payments from Industry to Physicians,0,0,1,0
"Canadians spent $22.1B on alcohol last year, StatsCan says",0,0,1,0
Researchers found for the first time that the use of low-dose aspirin at least three times a week reduces the risk of breast cancer in women with the most common breast cancer subtype.,0,0,1,0
Alternate-day fasting has become increasingly popular but no long-term randomized clinical trials have evaluated its efficacy. A randomized clinical trial over 1 year found that alternate-day fasting does not produce superior weight loss or weight maintenance compared with daily calorie restriction.,0,0,1,0
Amazon Vendors Are Selling Expired Plan B - Customers are buying tampered contraception on the site &amp; Amazon has yet to inform them.,0,0,1,0
US researchers eliminate HIV infection in ‘humanised’ mice,0,0,1,0
"Tick-Borne Powassan Virus May Be Spreading, Experts Worry",0,0,1,0
Whole Foods CEO John Mackey Shares the Diet that Got Him Back to His Teenage Weight,0,0,1,0
Nunavut man killed by RCMP after live streaming that he wanted to 'die by police',0,0,1,0
The Sleep Cure: The Fountain of Youth May Be Closer Than You Ever Thought,0,0,1,0
The Link Between Alcohol and Breast Cancer Is Stronger,0,0,1,0
People think juice is good for them. They’re wrong.,0,0,1,0
"The majority of women suffering with pain when urinating, or needing to urinate often or urgently probably do have a bacterial infection, even when nothing is detected by standard urine testing.",0,0,1,0
"New research from the University of Iowa shows children lack the perceptual judgment and motor skills to cross a busy road consistently without putting themselves in danger until age 14, with accident rates as high as 8% with 6-year-olds.",0,0,1,0
Young American children eat more fries than vegetables,0,0,1,0
"Artificial Pancreas Benefits Young Children, UVA Trial Shows - ""automatically monitor and regulate blood-sugar levels, eliminating the need for people with Type 1 diabetes to stick their fingers to check their blood sugar frequently and manually inject insulin.""",0,0,1,0
Rethinking antibiotic use in early pregnancy: Some linked to miscarriage,0,0,1,0
"As Zika season approaches, states step up efforts to combat virus",0,0,1,0
Parasitic worms are cropping up in raw seafood,0,0,1,0
Those TV Drug Ads Distract Us From The Medical Care We Need,0,0,1,0
A generation of heroin orphans,0,0,1,0
He saved 17 people who OD’d — but police want to jail him | Toronto Star,0,0,1,0
Silicon Valley's elite are flocking to an extreme high-fat diet in hopes of living longer,0,0,1,0
Lack of vaccinations considered a factor in recent measles outbreak,0,0,1,0
"Aspirin May Prevent Cancer from Spreading, New Research Shows: In addition to relieving headaches and preventing heart attacks, the drug seems to keep malignant cells from spreading",0,0,1,0
Investors to Big Ag: Stop Breeding Superbugs,0,0,1,0
Unemployment associated with 50% higher risk of death in heart failure patients,0,0,1,0
Rent-a-womb trade goes cross-border in parts of Indochina,0,0,1,0
The Alarming Rise of HPV-Related Throat Cancer in Men,0,0,1,0
"Compared With Usual Sodium Intake, Low- and Excessive-Sodium Diets Are Associated With Increased Mortality: A Meta-Analysis | American Journal of Hypertension | Oxford Academic",0,0,1,0
The enemy of my enemy is my friend:' Couple turns to viruses to beat back superbug,0,0,1,0
Researchers used CRISPR technology to rewire stem cells' genetic circuits to produce an anti-inflammatory arthritis drug when the cells encounter inflammation. The technique eventually could act as a vaccine for arthritis and other chronic conditions.,0,0,1,0
4 Reasons Why Hugs Are Good for Your Health,0,0,1,0
"""Lower sodium excretion was associated with higher CVD mortality.""",0,0,1,0
"Artificial intelligence-based algorithm with deep learning can be used to automatically identify, with high reliability, which patients should be referred to an ophthalmologist, for complications of diabetes that affects the eyes potentially causing blindness, with accuracy rate of 94%.",0,0,1,0
Childhood Stress. How bad parenting can knock 20 years off your life,0,0,1,0
Scientists generated cartilage tissue by printing stem cells using a 3-D-bioprinter. The stem cells survived being printed in this manner and were influenced to multiply and differentiate to form chondrocytes (cartilage cells) in the printed structure.,0,0,1,0
"Nutrient in meat and eggs may play role in blood clotting, heart attack risk",0,0,1,0
"Sergio Canavero: A Revolution in Medicine -- ""Prof. Sergio Canavero, a neurosurgeon from Torino, Italy, intends to write medical history: he is planning the world's first transplantation of a human head.""",0,0,1,0
Supply of yellow fever vaccine on pace to run out by summer,0,0,1,0
Anti-vaccine groups step up outreach to Minnesota Somali families,0,0,1,0
That viral 'diet drinks cause dementia' story reveals a bigger problem with how science gets reported,0,0,1,0
"High cholesterol has benefits, what do you think?",0,0,1,0
Monoclonal antibody therapy,0,0,1,0
Good cardiovascular health helped a teenager come out of a 40-day flu induced coma,0,0,1,0
Psychedelic compound in ecstasy moves closer to approval to treat PTSD - A promising treatment that uses MDMA could help people suffering with post-traumatic stress disorder.,0,0,1,0
Kindergartner Vaccinations Rising In San Diego County After State Law Change,0,0,1,0
"E-cigarettes may have reduced tumor promoter activity compared to conventional cigarettes and therefore may provide a safer alternative to cigarettes, finds the first study to use the Bhas assay to compare tobacco and nicotine products.",0,0,1,0
"Maternal grandmother smoking in pregnancy is associated with an increased in prevalence of two autistic traits (poor social communications and repetitive behaviors), and diagnosed autism, in the grandchild, based on an initial sample size of 14,541.",0,0,1,0
"New, deadlier trend in the raging opioid epidemic: Elephant tranquillizer - It’s 10,000X stronger than morphine, 100X stronger than fentanyl, and on the rise.",0,0,1,0
Measles outbreak prompts vaccination message from Kandiyohi County health officials,0,0,1,0
1.2 million children in the US have lead poisoning. We’re only treating half of them.,0,0,1,0
Thunderclap: Stroke Awareness Month 2017,0,0,1,0
"House Passes GOPcare, which will cut all Obamacare dedicated public health funding.",0,0,1,0
"Although new tuberculosis (TB) cases are declining, TB/HIV co-infections are up 40% across Europe over the last five years [WHO news, 20 Mar 2017]",0,0,1,0
"Scotland first in UK to approve anti-HIV pre-exposure prophylaxis (PrEP) for prescription on National Health Service [National AIDS Trust, 10 Apr 2017]",0,0,1,0
"[US Department of Health &amp; Human Services] Determination and declaration regarding emergency use of injectable treatments for nerve agent or certain insecticide (organophosphorus and/or carbamate) poisoning [Federal Register, 17 Apr 2017]",0,0,1,0
"Return on investment of public health interventions: a systematic review — “This review suggests that local and national public health interventions are highly cost-saving. Cuts to public health budgets therefore represent a false economy” [J Epidemiol Community Health, 29 Mar 2017 — free full-text]",0,0,1,0
"[England] Update on HIV pre-exposure prophylaxis (PrEP) impact trial in England [Public Health England, 10 Apr 2017]",0,0,1,0
"[UK] Overwhelming support from GPs &amp; dentists for boys to receive the human papillomavirus (HPV) vaccination [HPV Action, 24 Apr 2017]",0,0,1,0
"Two consecutive large outbreaks of Salmonella Muenchen linked to pig farming in Germany, 2013 to 2014: Is something missing in our regulatory framework? [Eurosurveillance, 4 May 2017 — free full-text]",0,0,1,0
"West Nile virus surveillance in Europe: moving towards an integrated animal-human-vector approach [Eurosurveillance, 4 May 2017 — free full-text]",0,0,1,0
"More Salt In School Lunch, Less Nutrition Info On Menus: Roll Back on Food Rules",0,0,1,0
"Think globally, act locally",0,0,1,0
Is the decline in smoking more often accredited to legislation or education?,0,0,1,0
Local Elementary School Millipede Infestation,0,0,1,0
Graduated with a BA in healthcare administration. What now?,0,0,1,0
Question about potential new job with lower title than I have now,0,0,1,0
Health department interview,0,0,1,0
Undergrad Path for MPH,0,0,1,0
"Early outbreak detection by linking health advice line calls to water distribution areas retrospectively demonstrated in a large waterborne outbreak of cryptosporidiosis in Sweden [BMC Public Health, Apr 2017 — free full-text]",0,0,1,0
"The role of diseases, risk factors and symptoms in the definition of multimorbidity – a systematic review [Scand J Prim Health Care, Jun 2016 — free full-text]",0,0,1,0
MBA vs MPA for Healthcare Administration?,0,0,1,0
"As Minnesota confronts its second measles outbreak in seven years, public health officials are battling to contain the disease while also trying to educate parents in the face of an organized opposition [Star Tribune, 28 Apr 2017 — free-to-read]",0,0,1,0
"I was recently part of a debate filled with healthcare professionals from around the USA to ""STOP THE SILENT KILLERS in the USA"" ( Diabetes, High Cholesterol and Heart problems) this is what we came up with",0,0,1,0
"Epidemiologist in government, what was your career path?",0,0,1,0
"NIAID perspective: Yellow fever — once again on the radar screen in the Americas [NEJM, 13 April 2017 — free full-text]",0,0,1,0
U.S. Supply Of Yellow Fever Vaccine Will Run Out By Midsummer,0,0,1,0
"Defining the complex phenotype of severe systemic loxoscelism (Brown recluse spider envenomation) using a large electronic health record cohort [PLoS ONE, 19 Apr 2017 — free full-text]",0,0,1,0
"MPH, statistics, and epi: should have gone for BS?",0,0,1,0
I wonder how much taxes and educational campaigns had to do with this,0,0,1,0
Low undergrad GPA but relevant extracurriculars- should I take time before applying to MPH?,0,0,1,0
Best online course for R/STATA/SAS?,0,0,1,0
"Contact investigation after a fatal case of extensively drug-resistant tuberculosis (XDR-TB) in an aircraft, Germany, July 2013 [Eurosurveillance, 23 Mar 2017 — free full-text]",0,0,1,0
"Three cases of mcr-1-positive colistin-resistant Escherichia coli bloodstream infections in Italy, August 2016 to January 2017 [Eurosurveillance, 20 Apr 2017 — free full-text]",0,0,1,0
Boston University vs. NYU vs. GWU MPH,0,0,1,0
"Indistinguishable NDM-producing Escherichia coli isolated from recreational waters, sewage, and a clinical specimen in Ireland, 2016 to 2017 [Eurosurveillance, 13 Apr 2017 — free full-text]",0,0,1,0
Whether or Not to Pursue a Master of Public Health,0,0,1,0
Any suggestion innovative technology on chronic disease ?,0,0,1,0
Preventive Medicine for the Planet and Its Peoples,0,0,1,0
Brown MPH vs Boston University MPH,0,0,1,0
"Injuries from violence in England and Wales fell “substantially” in 2016, an annual study of people treated in accident and emergency (ER) units suggests [BBC, 26 Apr 2017]",0,0,1,0
"My brother's first published article: ""Neglected no more: ending trachoma, an infectious eye disease rooted in poverty""",0,0,1,0
"Study cites factors linked to suicide in the young: Researchers say interventions should come earlier in life for disadvantaged children [HealthDay news, 20 Apr 2017]",0,0,1,0
"Childhood adversity and risk of suicide: cohort study of 548,721 adolescents and young adults in Sweden [BMJ, 19 Apr 2017 — free full-text]",0,0,1,0
Traveling and PH?,0,0,1,0
Need some direction...,0,0,1,0
Best language to learn for public health?,0,0,1,0
Physical Therapy or MPH (Epidemiology/Biostatistics) or a Phd (In Movement Science),0,0,1,0
Are there any Public Health jobs that could be done from home?,0,0,1,0
Is CPH credential something important?,0,0,1,0
Public Health Practice Test Help,0,0,1,0
GWU or Boston University for MPH,0,0,1,0
Are macs or PCs more common in public health/epi?,0,0,1,0
Surgeon General forced to resign,0,0,1,0
"NIH funds seven international centers of excellence for malaria research: The awards fund three new and four existing centers that work in 14 countries [NIH/NIAID, 21 Apr 2017]",0,0,1,0
Career at WHO - PhD?,0,0,1,0
"Diagnosis and management of Borrelia turicatae (tick-borne relapsing fever) infection in febrile soldier, Texas, USA [Emerg Infect Dis., May 2017 — free full-text]",0,0,1,0
Desperately seeking help: résumé critique?,0,0,1,0
Letters of Recommendation - help!,0,0,1,0
"CDC recommendations for diagnosing and managing Shigella strains with possible reduced susceptibility to ciprofloxacin [CDC Health Alert Network, 18 Apr 2017]",0,0,1,0
Question /request for info on: Augmenting a MPH with a graduate certificate,0,0,1,0
"Community mitigation guidelines to prevent pandemic influenza — United States, 2017 [CDC MMWR, Apr 2017 — free full-text]",0,0,1,0
"An unexpected fatal Crimean-Congo hemorrhagic fever (CCHF) case and management of exposed health care workers [Int J Infect Dis., Feb 2017 — free full-text]",0,0,1,0
"Major emerging vector-borne zoonotic diseases of public health importance in Canada [Emerg Microbes &amp; Infect., Jun 2015 — free full-text]",0,0,1,0
"Exposure risk for infection and lack of human-to-human transmission of Mycobacterium ulcerans disease (Buruli ulcer), Australia [Emerg Infect Dis., May 2017 — free full-text]",0,0,1,0
